GENE,ENVISION
MYO3A,0.735261
FARS2,1.045980
ALG8,0.745102
AGL,0.769878
TRIM32,0.891245
EP300,0.861261
ALG1,0.931483
EPHA1,0.760400
DCLK2,0.904112
SLC4A5,0.994904
HIPK2,0.987623
AKT2,0.981501
SLC29A4,0.772772
INSRR,0.579733
ABAT,0.915934
CIT,0.954033
UGT1A4,1.011820
SLC4A9,0.977819
ROS1,0.794140
SLC9A4,0.973070
SLC5A12,0.919646
KYNU,0.960189
HERC2,0.834217
DPYD,0.922038
PRPF19,0.852901
MGAM,0.658153
LIPF,1.030710
NT5E,0.852677
CYP26B1,0.849759
ABCB1,0.995949
PPIP5K1,0.982025
MGAT5B,0.858722
TTN,0.765926
WNK3,0.969077
NARS2,0.706917
RIPK4,0.769387
ATP6V1B1,0.892415
ABCC9,1.013820
DGKZ,0.890616
NOS2,1.022080
ACSF3,0.986773
B3GALT1,0.904168
GUCY2F,0.796755
SULT1C4,0.752031
NAT2,0.907683
PIGK,0.922238
GMPPA,0.755568
CAMK2B,0.664292
CHST8,0.906785
GGT1,0.840132
SLC26A4,0.882811
SLC2A11,0.864143
MERTK,0.769878
MYO5B,0.888737
NQO1,0.819238
PTPRZ1,0.851697
TRMT1L,1.010570
PFKL,0.962373
GMPR,0.857913
TAOK3,0.623177
ADCY4,0.811928
ADCY5,0.984549
CYP7B1,1.084900
APOC3,0.910241
CA3,0.912843
SLC22A13,0.879442
CYP2E1,0.850404
STK31,0.990028
SLC5A8,0.975619
SLC35B2,0.791385
FUT3,1.007740
BRAF,0.768553
TAT,0.679491
UGT2B28,1.086740
MAK,0.977746
UQCRC1,0.818568
OLAH,0.944817
POLB,0.908703
