GENE,ENVISION
HECTD2,0.854838
PGM2L1,0.947110
ACVR1C,0.613831
TUSC3,0.949335
ALG2,0.795094
USP1,0.960705
SLC4A4,0.795759
DMGDH,1.008470
HIBADH,0.638102
SLC25A13,0.983929
DGKZ,0.845940
MINK1,0.920285
MAP3K2,0.899794
FKBP8,0.835204
AMPD2,0.911595
B4GALT1,0.823969
IL4I1,0.906299
PHYH,0.799048
UGGT2,0.929169
FMO3,0.975839
ERBB4,0.872025
BARD1,0.869360
CUBN,0.955595
SYNJ2,0.841980
CA13,0.759577
HELZ2,1.006370
ATP2B1,0.783276
ATP6V1B2,0.924471
ENGASE,0.822107
LMTK2,0.791264
ARSB,0.957828
ECHS1,1.037070
SI,0.777669
SREBF1,0.772180
NSD1,0.811668
ATP6V1C1,0.980256
PPID,0.968824
PRKD1,0.933937
CREBBP,0.938085
