GENE,ENVISION
PTGS2,0.929835
TGM4,0.909884
TGM6,0.933063
ATM,0.908938
LCAT,0.979797
GPAT2,0.923030
SLC22A16,0.868435
RIPK4,0.803720
F13A1,0.754362
AXL,0.873453
NCOA2,0.800761
PTPN21,0.992832
LGSN,0.946144
ASAH2,0.909007
MAOB,0.853643
NDST4,0.974872
BMP2K,0.915628
NEK5,0.987148
DGKI,0.945530
TTN,0.855681
SULT2A1,0.682568
ERBB2,0.723190
KMT2B,0.904985
FNTB,0.892995
HERC2,0.889259
CHST8,0.916532
CES3,0.852349
REV3L,0.879839
ALG10,0.849099
RNF20,0.844338
UBR5,0.973927
PTPN4,0.936117
TRIT1,1.021760
SLC17A8,0.973643
ABCG8,0.947124
SLC3A1,0.970740
MYLK,0.819005
GLB1,0.901452
PTPN14,0.977067
PTPN13,0.864354
NKTR,0.890408
ABCC8,0.790524
ANPEP,1.004190
RNF103,0.905076
HLTF,0.860263
SLC22A9,0.877666
UQCRC1,0.997679
