GENE,ENVISION
AGL,0.785835
PPP3R1,0.999903
RNF13,0.992572
PRKAG2,0.706172
FTMT,0.919885
SLC27A5,0.876489
MOCS1,0.938971
USP31,0.796271
PPWD1,0.992474
ACSL4,0.850546
SLC25A1,0.798895
DUSP27,0.852010
CYP3A43,0.955125
CP,0.851829
SMG1,0.860622
SLC23A2,0.945688
CAMK1,0.762024
SLC28A3,0.876113
PIK3CB,0.857949
PIK3CD,0.967590
CAMK4,0.902224
MIB2,0.823983
SLC43A2,0.855516
ITPKB,0.832896
SPTLC2,0.893503
ZSWIM2,0.981831
IRAK2,0.928990
WEE2,0.962085
MPI,0.987679
NPR1,0.966323
NPR2,0.993532
PIK3C2B,0.788898
PIK3C2A,0.787063
LRP1,0.736455
STK4,0.819021
MACROD1,0.769765
GBA2,0.830288
SGK2,0.974430
GTF2F1,0.727712
LMTK2,0.823530
CYP26A1,1.045670
CYP19A1,0.880288
CTBP1,0.871325
MYO3A,0.822587
JAK3,0.399696
HSD17B11,0.865340
ACVR1B,0.598441
PGLS,0.943674
NUAK2,0.923549
L1CAM,0.854866
POLR1A,0.793148
GPLD1,0.855516
SFXN3,0.999805
B3GAT2,0.745568
TPK1,0.814946
APOA5,0.957676
B3GAT1,0.817710
SAP130,0.942932
APOE,0.880655
APOB,0.603690
DGAT1,0.877502
USP36,0.685619
ABCA4,0.759466
NDUFA9,0.887774
JAK2,0.812366
TTN,0.018213
DIO2,0.980733
TTL,0.907544
CNP,0.995806
HNMT,0.810438
GUCY2C,0.935146
GUCY2D,0.900892
TICRR,0.742828
MARS,0.795172
CHST8,0.629180
MAP3K9,0.759680
CSGALNACT2,0.677011
MCCC1,1.019110
SLC39A7,0.921411
RPS6KA3,0.987534
RPS6KA4,0.983250
SULT4A1,0.832179
DNAJC6,0.749100
SLC35B2,0.918074
SLC35B4,0.786716
MYBBP1A,0.851366
SLC18A3,0.902003
GFPT2,0.864855
CYP2J2,0.981301
CYP4F11,1.009420
MIA3,1.020210
POLQ,0.582584
PPP2R1A,0.743459
CROT,0.932482
PPP2R1B,0.744663
SLC4A5,0.884080
SLC4A7,0.797475
RORA,0.957937
STT3B,0.986725
POLL,0.640785
SLC4A9,0.801063
SLC4A8,0.940821
NCOA2,0.994499
ST6GALNAC2,0.918875
NCOA6,0.910698
NEDD4,0.907038
SLC36A2,0.953367
SLC36A1,0.978544
ALAS1,1.006220
ALAS2,0.649501
ATE1,0.943965
MECR,0.993270
BSG,0.916072
TKTL1,1.019630
GGH,0.791849
USP51,0.835604
MYLK4,0.978535
PPEF2,0.755898
ABCD1,0.811324
COX4I1,1.010820
NOL9,0.949224
MCAT,0.846836
LTK,0.777576
SLC27A1,0.963195
RNF20,0.808635
SLC27A3,0.965184
RIOK2,0.852756
RIOK3,0.845315
ALK,0.977151
CA5B,0.936318
TBCB,1.046250
AK5,0.869233
AK4,0.948795
SI,1.001514
ATP1A4,0.867825
ABCA3,0.766834
ATP1A1,0.916253
ABCA1,0.910609
CMTR1,0.853134
MGRN1,0.910242
NPC1L1,0.731972
ABCA8,0.843711
PRKD3,0.817740
SPHK2,0.598816
SPHK1,0.766502
SLC38A4,0.788528
HS2ST1,0.773462
PYURF,0.865004
IGF1R,0.699704
PTPRZ1,0.796554
PGLYRP2,0.851970
LARS2,0.854365
CAD,0.815447
LPIN2,0.763783
LPIN3,0.889830
SLC51A,0.936328
ACAA2,0.908618
SLC25A2,0.821390
ATP6V1B1,1.002590
HSD17B2,0.932964
CTSB,0.920826
CNOT4,0.908162
NOS1,0.910423
NOS2,1.013630
WNK1,0.918052
HS6ST2,0.982754
MINK1,0.843039
SLC24A2,0.748535
CA12,0.964050
AOC2,1.003200
TRIP12,0.719222
ST6GALNAC3,0.836511
PLA2G4F,0.950494
ST6GALNAC1,0.802786
ATP4A,0.786678
CLK4,0.708439
DPYD,0.818070
FUT1,0.833870
CYP11B2,0.897063
NDUFA6,1.008610
FUCA1,0.977993
SLC1A3,0.827739
TRIM11,0.828627
RPN1,0.786678
TGM5,0.992918
TGM6,0.774425
TUSC3,0.973043
TGDS,0.931521
PPP2R3A,0.909835
MARCH5,0.954253
