GENE,ENVISION
POLA1,0.968241
TGM4,1.014870
USP29,0.848790
AMPD1,0.990407
ALG5,0.861376
POLR1A,1.045750
ME3,0.849699
SLC5A7,0.935732
MID1,0.888019
HKDC1,0.769810
SLC28A3,0.848267
NTRK2,1.010480
SRMS,0.965439
NT5C1B,0.844879
PTS,0.869701
ACY1,0.995899
ABCC9,0.986502
SH3RF3,0.852280
HK2,0.810310
EXTL1,0.899698
MYLK3,0.941049
CSNK1G3,0.963458
ABCB11,1.008650
STK3,0.913096
MIA3,0.983511
ACE2,0.904267
USP31,0.735261
ACO2,0.858937
CYP7B1,1.021200
ARG1,1.053170
FAM20B,0.857831
COX4I1,0.789553
SARDH,0.859681
CYP2C18,0.929405
ABCA1,1.014720
CDK9,0.872223
PXDN,0.923522
