GENE,ENVISION
UBE2Q2,0.841191
ACVR1B,0.756952
AK7,0.959361
HSPG2,0.978191
EGFR,0.758955
EPHA2,0.969303
MAPK10,0.672889
ABL1,0.791998
SLC5A9,0.785419
DGKZ,0.906094
LPIN1,0.902687
ATM,0.830221
MAN2B1,0.877642
USP43,0.952390
SLC43A2,0.926603
AMDHD1,0.858722
POLD3,0.817489
JAK1,0.969581
GBA2,0.757477
DGKA,1.020140
PTPRN2,1.063650
FMO1,0.824272
KMT2E,0.936351
PIKFYVE,1.002560
SLC24A4,0.845165
CSNK1G2,0.772227
CYP24A1,0.916547
MOGAT2,0.847570
SLCO1A2,0.853658
TRIP12,0.982601
AARS2,0.966911
MLYCD,0.988023
LRP1,0.782131
SLC17A8,0.899314
LGMN,0.984737
PIP5K1A,0.719785
GLYCTK,0.940384
ROCK1,0.864155
NDUFS1,0.864262
HSD3B1,0.861462
PAK4,0.972138
CYP11B1,0.932098
ABCC3,1.004420
AICDA,0.979522
HARS2,0.873503
