GENE,ENVISION
DAGLA,0.846105
HECTD1,0.945018
UBE3A,0.893908
CAMK1G,0.988036
STYK1,0.847280
NT5C3A,0.939113
USP28,0.801693
CD36,0.829868
G6PC2,0.934588
SLCO1B1,0.927250
SLCO1B3,0.905751
SETD1B,0.855073
POLR3B,0.843039
SLC29A2,0.944488
GTF3C4,1.008050
CYP4F2,1.003630
SLC4A8,0.925946
LMTK2,0.980196
CREBBP,0.849641
APOB,0.797603
SLC9A2,0.855401
GCNT3,0.913495
ACSM1,0.645415
DGAT2,0.837084
CSF1R,0.876434
MIB2,0.969140
MAN1A1,0.841092
DPYS,0.689925
PDPR,0.868287
CES5A,0.820136
TTN,0.255359
MAPK4,0.896861
SLC7A7,0.819223
WEE2,0.959569
SLC25A10,0.862819
PYGL,0.811383
ALOX5,0.898887
NT5C1B,0.997381
EPHB2,0.874707
ULK3,0.835084
HMGCS2,0.750872
NOS3,1.000860
ENTPD3,0.817345
TRHDE,0.813133
GALK1,0.812488
IDH1,0.541293
VNN1,0.791454
MYLK2,0.860231
PARP1,1.063490
ATP4A,0.977625
PASK,0.978893
CYP46A1,0.810023
CES3,0.869981
NOL9,0.814754
ERN2,0.920238
ACOT8,0.956876
UBR2,0.922715
SLC24A3,0.861416
SETD2,0.853967
FGFR3,0.850200
ROR1,0.920021
GALNT3,0.719288
ADCY4,0.971579
MAP3K10,0.805462
GALNT13,0.755018
SDS,0.758817
DDR2,1.014060
SLC17A6,0.843300
SETD7,0.838440
KL,0.926925
SLC23A1,0.974116
SLC22A16,0.959177
RDH10,0.852396
BRAF,0.663716
ADH1A,0.932870
GLB1L,0.828068
AATK,0.912807
SLC18A1,0.998775
GPCPD1,0.873973
TYR,0.996211
