GENE,ENVISION
TGM1,1.016170
ACE,0.954009
BUB1B,1.020590
BIRC6,0.939068
POLR1B,0.724846
SETD1B,0.915969
SLC29A2,0.765442
PDE3A,0.908126
POLM,0.746629
SLC25A13,0.937163
MAPKAPK2,0.901638
CHKB,0.755898
SMURF2,0.921607
MAP3K9,0.945792
LRRK1,0.862934
PXDNL,0.868729
NDST4,0.981081
TTN,0.660893
SLC8A3,0.814173
DAPK1,0.824154
SULT1C2,0.906705
ASH1L,0.974555
B3GALT1,1.013600
PLCB1,0.861535
MYLK4,0.759805
PRKCE,0.973016
BCAT1,0.922652
IMPA1,0.895045
PADI3,1.008080
REV3L,0.893253
USP15,0.726205
UBR1,0.855267
USP33,0.856592
USP35,0.775015
LRP2,0.918390
CA9,0.997896
SGK3,0.766044
TPTE2,0.816637
G6PC,0.990977
POLR3D,0.792019
NEDD4L,0.899558
ABCC8,0.980508
HECW1,0.810821
GPX8,0.981622
GLS2,0.986885
PRKD3,0.875636
