GENE,ENVISION
COLGALT2,0.846905
SLC4A10,0.796107
GSR,0.802330
AOX1,0.978151
NAMPT,0.899240
RBBP6,0.848737
SLCO1B3,0.844767
RBKS,0.856204
UST,0.841640
CHAT,0.521992
MAPK13,0.794710
ABCB11,0.985382
USP26,0.943301
CHKB,0.795646
FLT1,0.934921
SLC10A2,0.811434
ACADVL,0.783951
UBE3C,0.822026
KMT2B,0.981613
USP41,1.012170
GUCY1A2,0.908211
TTN,0.425475
AURKB,0.913978
TRPM6,0.710131
HSD17B4,0.727009
GCK,0.825808
SULT1C2,0.839681
UGT2B4,0.903440
SIRT6,0.974415
FMO4,0.770678
F13B,0.977810
CYP4V2,0.903741
SULT1A1,0.953814
ACSM2A,0.859792
PGM2,0.813133
MAST1,0.909155
PADI3,0.964098
UCP2,0.966762
ATP2B2,0.921501
ITK,0.856821
EIF2AK1,0.989761
SLC2A3,0.914094
MYLK,0.786853
PTPRD,0.980801
BMPR2,1.002110
BRAF,0.768553
UGT2B28,0.971263
SLC22A9,0.941442
