GENE,ENVISION
NADK,0.988108
MYO3B,0.938488
POLQ,0.760440
TRIM32,0.916266
AMPD1,0.893955
FTMT,0.862763
DCLK2,0.842193
MOCS2,0.924726
ALOX15,0.840763
GAMT,0.775479
ADHFE1,0.858410
SLC5A8,1.006580
TPST2,1.019980
UGT1A7,0.843978
SLC4A9,0.830019
OPLAH,0.767868
HMBS,0.920238
NCOA1,0.926734
LPIN3,0.848545
NTRK1,1.005790
SLC12A5,0.652294
RNF133,0.808870
SLC27A3,0.952029
ETNK1,0.771222
JAK1,0.842724
TRPM7,0.834546
MTMR3,0.998488
MTMR2,0.767475
DAPK1,0.713092
SLC35C1,1.005530
ICK,0.978791
TTN,0.823326
TRIO,0.820259
PARP8,0.800646
FUT1,0.990179
EXT1,0.863260
GGT2,0.948007
LIPC,0.861855
ACADSB,1.004080
GGT5,0.880123
ABHD6,0.848838
UQCRFS1,0.854824
UBR5,1.009100
ITK,0.707622
STK32B,0.745842
MYCBP2,0.979002
BSG,0.798155
INPP5E,0.849690
INPP5J,0.869357
SUOX,0.921512
PTPRF,0.990174
SI,1.022210
MAP3K13,0.901084
HECW1,0.827514
RDH12,0.781916
RDH13,0.849384
SLC1A5,0.843543
KAT6A,0.972709
