GENE,ENVISION
AGL,0.913512
FHIT,0.820257
STK16,0.762629
FTMT,0.923127
UBE2Q2,0.896083
L1CAM,0.843857
AGT,0.877524
FKBP9,0.921965
TAT,0.963567
ECH1,0.957033
PIK3CB,0.898645
SLC28A1,1.006960
PIK3CD,0.768623
PIK3CG,1.012500
ABCD2,0.878568
SLC38A4,0.974874
IGF1R,0.981100
MAN2C1,0.995234
B3GALT1,0.973475
B3GALT2,0.994163
BCAT2,0.927951
PPP2R2C,0.618646
PIK3C2B,0.855347
GALNT15,0.947165
GC,0.879086
CYP3A5,0.990215
GK,0.985088
CNDP1,0.473109
UBR5,0.746198
LMTK3,0.693093
PARP14,1.007110
PTEN,0.980441
FKBP7,0.856713
PLTP,0.770687
MAK,0.764839
MYO3A,0.785296
HSD17B10,0.580761
ALDH3A2,0.998557
POLR3A,0.961565
UBE2D2,0.852901
ATP6V1H,0.985612
MGST3,0.765266
APOA1,0.898789
CYP2U1,0.943236
APOB,0.607149
SQLE,0.774626
GMDS,0.878255
LSS,0.941587
DIO3,0.880913
NUDT2,1.007870
ABCA3,0.982744
GUCY2D,0.815890
TICRR,0.890790
GUCY2F,0.996450
MOGAT3,0.986935
PPARA,0.891473
RPS6KA1,0.797442
RPS6KA6,1.028230
CBS,0.833602
HS3ST3B1,0.773907
TKTL1,0.997016
SLC18A3,0.856044
SLC18A1,1.002320
POLQ,0.929771
GLA,1.009780
CROT,0.743350
SLC2A11,0.773848
PRKDC,0.974777
SLC4A4,0.944379
PRKCSH,1.010800
CHDH,0.975439
POLL,0.781833
SLC4A9,0.950313
SLC4A8,0.909179
ASPG,1.002180
NEDD4,0.782922
ALAS2,0.449922
MYLK3,0.942955
CPOX,0.867140
FRMPD2,0.966223
RNF20,0.938063
SLC27A3,0.963217
CYP2C9,0.826303
RIOK3,0.859373
F2,0.860614
SLC17A8,0.985055
SCARF2,1.014520
SUCLA2,0.855471
SLC17A1,0.787586
AK5,0.732459
MDH1B,0.843661
SI,0.566312
ATP1A4,0.726448
ATP1A2,0.831281
GLS2,0.762927
PTPRZ1,0.712344
MOXD1,0.864262
PGLYRP1,1.007250
BHMT2,0.757382
CBLL1,0.866101
MLKL,0.889757
LARS2,0.868883
TBXAS1,0.771509
ACER3,0.864905
SLC37A1,0.854623
AASS,0.913963
CDK13,0.806254
ETNK1,0.864262
IDH2,0.774287
CNOT4,0.886021
NOS1,0.854491
WNK1,0.913685
SLC7A5,1.021880
FPGS,1.019140
TRIP12,0.858173
ST6GALNAC4,0.857364
TBL1X,0.976083
MAP3K12,0.875304
FUT2,0.982905
SLC1A4,1.015710
FUCA1,0.994162
FUT9,0.943261
TRIM11,0.924767
TGM7,1.006390
IPMK,0.970616
UPRT,0.837246
MARCH5,0.950099
MARCH6,0.820824
INSRR,0.979743
USP28,0.756508
SLC25A12,1.063410
USP20,0.908601
RNF180,0.779085
USP34,0.828819
CNDP2,0.906735
DYRK1A,0.869086
FGFR1,0.674623
FGA,0.944357
LIPF,0.956586
XYLT1,1.015840
NMT2,0.717020
SSH1,0.856138
PDE8A,0.940044
RNF19A,0.917321
MANBA,0.981560
SLC2A6,0.996883
CSAD,0.934712
CYLD,0.758461
MMAA,0.878190
DBT,0.877545
TYR,0.779293
KMT2C,1.014630
CHAT,0.768224
ALG3,0.993207
ALG6,0.895881
NMRK1,0.987570
RBBP6,0.720434
NOS3,0.920178
SLC29A3,1.011360
ETNPPL,1.009270
SHPRH,0.807296
KMT2E,0.928474
PLA2G12A,0.917725
ITPKA,0.877450
TPTE,0.973862
STK25,0.871083
CDC42BPA,0.943407
CDC42BPB,0.937338
PHKG1,0.919738
DPYSL3,0.796912
GCK,0.502875
NUDT4,0.999538
UBE2E2,0.854204
GALNT2,0.777358
GALNT3,0.778646
STK32A,0.992489
SARDH,0.815394
ATP6V0A2,0.878186
NSD1,0.924788
CREBBP,0.778128
RFC5,0.647294
AMPD1,1.002120
ATR,0.966922
SMPD3,0.990568
FLT4,1.007940
AKR1C3,0.652644
CYP1B1,0.780757
CDKL5,0.733657
CSF1R,0.834104
HAS1,0.960599
HAS2,0.991035
PUS1,0.610913
TRIO,0.796924
DPAGT1,0.977136
LRSAM1,0.952998
F13B,1.013470
KAT2B,0.675631
EP300,0.838387
CYP24A1,0.935321
RTCA,0.954911
KL,0.817142
SLC4A10,0.929566
POLA1,0.783847
MGLL,0.800316
SLC5A2,0.928980
SLC5A3,1.016380
ALOX12,0.971900
SLC5A7,0.942802
GAL3ST1,0.908190
GAL3ST3,0.729798
PRKX,1.093400
PNLIPRP1,0.868016
UGT1A10,0.910448
PFKP,0.848546
ZAP70,0.862464
ABCB4,0.811356
NANP,0.943235
AQP10,1.002940
MAP3K15,0.996923
PRKCA,0.505922
ATP10A,0.667956
PRKCB,0.554902
PRKCE,0.945798
MGAT1,0.800935
MGAT2,0.864506
BDH1,0.922642
SLC20A2,0.968294
CHST10,0.980789
CHST13,0.563988
PFKFB1,0.684113
TYMS,0.935230
NKTR,0.942309
COQ3,1.020140
BCKDHA,0.595984
KAT6B,0.728033
KAT6A,0.804584
SLC6A2,0.960236
WWP2,0.795109
WWP1,0.763152
GNPTAB,1.025700
SLC6A8,0.839447
CHSY1,0.979408
USP43,0.952884
GGPS1,0.872368
B3GAT2,1.017220
B3GAT1,0.933239
USP42,0.680007
UQCRB,0.730695
AXL,0.980336
MAP3K9,0.870319
CERS1,0.719288
MAP3K3,0.958491
MAP3K1,0.991730
ACSM5,0.806861
MAP3K4,0.984609
YARS,0.852176
SETDB1,0.859144
JAK3,1.021740
FMO2,0.720739
TTN,0.135530
UGT2B4,0.707303
HUWE1,0.794209
HAL,1.003900
GPI,0.850004
FMO5,0.841452
EXTL1,0.752639
CTSC,0.790944
SLC25A5,0.953606
PASK,1.017780
SLC15A3,0.981494
USP32,0.719643
SETD2,0.932859
FGFR2,1.026040
SLC3A2,0.889262
SLC15A4,0.689110
ADH6,0.992310
INPP5E,0.516317
PTPN13,0.775158
INPP5J,0.807203
ADCY9,0.858761
ARCN1,0.975340
KIT,0.717466
KPNA6,0.640820
RHAG,0.969827
BMPR2,0.889349
COPB1,0.943452
SPEG,0.855579
RNF216,1.008590
TTL,0.781677
ACADS,0.624153
DUOX1,0.901356
CARM1,0.886974
PARP8,0.722301
SLC9A7,0.868287
SLC9A2,0.935012
NARS,0.791541
XDH,0.936548
RNF130,0.861373
PC,0.774416
TIAM2,0.931577
TFRC,0.680733
USP15,0.863306
B4GALT2,0.961275
B4GALT5,0.988977
CHEK1,0.951390
PLCB1,0.816081
EPHB1,1.012850
PRKAB2,0.808581
WWOX,0.984771
PHKA1,1.027381
CDK11A,0.910668
PHKA2,0.840011
HERC1,0.720865
HERC2,0.712012
UBA2,0.777570
HERC4,0.379766
UBA1,0.761760
RAD18,0.964524
UBA6,0.867594
GALK2,0.773993
UBE2N,0.936222
ACAD8,0.834584
SLC3A1,0.998622
UBE2Z,0.725434
HLTF,0.868752
POLA2,0.980013
KMO,0.929725
NAMPT,0.784008
CTDP1,0.957951
TNIK,0.850983
ADCY10,0.987157
CYP2S1,0.865225
BCR,0.815874
HACE1,0.925172
PDE3A,0.975294
CASK,0.917076
SLC6A19,0.826505
MARK1,0.719643
SLC8A1,0.871359
CYP7A1,0.942825
UGGT2,0.764959
ERN1,0.928819
SLC6A14,0.866678
SRC,0.710832
SLC35B4,0.901247
ACSS1,0.876747
NDUFA9,0.919009
MAST1,0.857184
CS,0.583960
CP,0.753672
SLC43A1,0.976772
LRP2,1.138459
CYP1A1,0.780885
LRP1,0.900426
TBL1XR1,0.977593
CDS1,0.896980
EIF2AK3,1.022490
RPS6KC1,0.829480
FARSB,0.861416
GPAA1,0.860263
CSNK2B,0.958819
SARS2,0.938570
GNS,0.789083
BIRC6,0.924907
LDHAL6B,0.779586
MAP2K3,0.814552
SLCO1B3,0.700645
ATP11A,0.901096
AACS,0.979206
ALDH1A3,0.758044
PTPN21,0.999992
LHPP,0.905344
GAK,0.881330
EYA4,0.875892
NT5C2,0.674421
ACY1,0.860528
SLC22A1,0.942035
CPT1A,0.853253
KMT2B,0.807116
AADAT,0.976932
AMY2B,1.108680
KMT2D,0.744599
MTR,0.913181
ALDOA,0.635654
PIGZ,0.918786
ABCC8,0.885332
ABCC9,0.816664
RDH13,0.762738
ABCC4,1.006544
ABCC2,0.812679
AOC1,0.722557
HECTD1,0.845536
PARS2,0.983437
PLK2,0.719643
GLRX2,0.836206
DHCR7,1.003160
AKT1,0.588916
SETD1B,0.872200
INPP4B,0.703841
NTRK3,0.741740
SLC34A3,0.876863
MYCBP2,0.810277
GOT2,1.009760
OTUD5,0.709688
SOD3,0.924757
TRHDE,0.971616
ALOX5,0.840606
ENPP2,0.790927
ENPP3,0.707673
HELZ2,0.996883
ATP2B3,0.733796
IP6K1,0.700575
ABHD5,0.979445
MST1R,0.724304
MSRA,0.936527
DYRK2,0.816712
HUNK,0.958383
RNF2,0.858791
PXDN,0.755141
SLC7A8,0.832815
TRIM33,0.872120
SLC7A7,1.031740
SLC4A2,0.876650
SLC7A2,0.817602
SLC7A1,1.019305
NOX3,0.788952
TDO2,0.989361
NOX5,0.931691
PLXNB3,0.635668
LRRK1,0.794298
AMN,0.934199
CHD9,0.781052
UBE3A,0.836807
PIK3R2,1.051140
FN3K,0.992349
PTPRN2,0.933026
SLC14A2,0.866663
PIKFYVE,0.624670
GALNS,0.963822
SLC26A1,0.832104
ABCB11,0.983194
MIA3,0.969431
SLC26A7,0.809061
SLC26A8,0.877799
SLC26A9,0.993335
TAF1,0.991941
ELP3,0.856025
GCH1,0.644329
MPI,0.965115
ESD,0.935789
HECW1,0.720931
HECW2,0.908454
EPHA7,0.879178
EPHA5,0.498664
EPHA4,0.878118
EPHA3,0.902511
ABL1,0.938930
MTHFD2L,0.960393
POLD1,0.875357
CES5A,0.794142
UGT2B11,0.968505
DUSP6,0.756608
DAGLB,0.840891
SIAH2,0.823313
SLC13A3,0.819627
SLC13A5,0.905507
AMFR,0.701600
PLCD3,0.805744
PLCD1,0.966681
PHLPP2,0.853608
FADS2,0.913845
SLC8B1,0.900879
GLUD2,0.864786
GLUD1,0.911228
GDA,0.918805
SREBF1,0.866917
KDR,0.970630
RNF144A,0.918716
BCHE,0.731079
XYLB,0.992472
KARS,0.923725
GNMT,0.819619
LALBA,0.926553
HMGCS1,0.854838
LATS2,0.658210
LATS1,0.958413
RRM1,0.910014
CIT,0.788245
OPLAH,0.825224
DERA,0.836984
ANKRD1,0.911983
CMPK1,0.983283
WARS2,0.728720
PLCXD2,0.573924
BRPF1,0.888117
UBE2G2,0.864972
DGKB,0.936684
SIN3B,0.862485
DGKG,1.015280
DAPK1,0.779777
DNMT3B,1.010960
DNMT3A,0.820403
NAGS,0.804601
PDIA6,0.825523
SDHA,0.711182
GGT1,0.850168
GGT6,1.047610
TMX3,0.896266
GGT5,0.960406
HEPH,0.803979
SLCO1C1,0.995108
PTPRU,0.614465
PTPRT,0.855455
PTPRS,0.552062
SLC7A11,0.791852
PTPRG,0.761760
BRAF,0.858132
PTPRA,0.824775
PTPRO,0.935897
PTPRM,0.744007
PTPRK,0.806023
PTPRH,0.923140
