GENE,ENVISION
MYO3A,0.562513
AOC1,0.769650
HIPK2,0.829530
FKBP10,0.719329
GBA,0.968011
IPMK,0.955984
POLR1A,0.915057
ELOVL2,0.789083
OXCT1,0.995330
POLM,0.938904
ABL2,0.975820
EIF2AK3,0.955722
DUSP27,0.753369
EHMT1,0.895394
PPP1R3A,0.767539
BLVRA,0.803003
CBR4,0.943748
TKTL2,0.863997
DLD,0.781227
FARSA,0.982025
EPRS,0.862579
PDE7A,0.975228
ALAS2,0.533912
TTN,0.860566
ABCB4,1.020930
BMPR2,0.951280
TRPM6,0.971795
AKR1C3,0.770859
FGA,0.835309
PFAS,0.956810
PUS1,0.814938
ATM,0.986204
EXT2,0.937544
SLC38A2,0.752014
MTR,0.924790
HK1,0.836890
RDH10,0.905163
HERC3,0.835084
LPL,0.868483
CYP2A6,0.741302
USP32,0.898505
DDR2,0.964360
PTPN4,0.861535
HGD,0.964047
CYP7B1,0.982791
CSNK1A1,0.889704
TLK2,0.855073
ACAD8,0.973502
ARG2,0.875690
GALNT11,0.914080
PTPRJ,0.855098
HEXA,0.645064
GSTP1,0.865480
ATP1A3,0.901001
ABCC9,0.946416
STAMBPL1,0.860942
UGT2B28,0.803445
DECR1,0.958969
SLC22A9,1.092020
ACVR2A,0.901250
