GENE,ENVISION
HECTD3,0.868327
HELZ2,0.979060
POLQ,0.927947
USP28,0.775158
DCLK1,0.833265
FTMT,0.942204
DCLK2,0.856204
MARCH5,0.922613
MBOAT2,0.860942
BMPR1B,1.004730
POLR3A,0.966885
ABL2,0.927532
SLC9A4,0.757399
NDUFV1,0.778702
SLC9A1,0.967032
SLC2A6,0.851330
TKTL2,0.906981
UBE3A,0.925005
PIK3R4,0.931646
TTN,0.599438
TTL,0.948669
SLC47A1,0.831196
ACOT13,0.497721
AMT,0.788421
DGKD,1.007020
SLC2A14,0.764023
SLC7A5,0.947930
DPYSL3,0.981249
ABCB4,0.936972
PPEF2,0.821349
PRKCG,0.932146
PIGO,0.997605
NMT1,0.965357
ACOT2,0.786926
BHMT,0.801968
GALNT12,0.859244
INPP5F,0.853728
PLCG2,0.710186
PTPN13,0.999559
ALDH1L2,0.980262
CERK,0.919048
HIPK1,0.911693
FUT7,1.023450
SLC22A5,0.923875
CYP2C18,0.930919
RNF103,0.979403
MGAT4B,0.982037
HAO2,0.984260
RNF2,0.602279
