GENE,ENVISION
CYP2J2,0.828056
POLA2,1.008930
CYB5R3,0.996783
EPX,0.675165
ASPH,1.013040
ATM,0.802325
MIB1,0.857830
MAP2K2,0.855925
TNIK,0.758241
MED1,0.976006
ARAF,0.781841
UGT1A7,0.969705
CTH,0.969077
ISYNA1,0.933684
PNLIPRP1,0.852212
MARK4,0.835351
APOB,0.996491
ACE,0.916867
PPP1R3A,0.951464
PXDNL,0.905301
AASS,0.861591
NDUFA12,0.860991
NDST4,0.939625
PRKACG,0.669124
SLC34A1,0.980339
UGT2B15,0.964202
SLC12A7,0.940678
SLC34A2,0.981470
OBSL1,0.930944
FUT3,0.948535
CIDEA,0.759611
ALOX12B,1.007520
AMT,0.773302
EPHB2,0.681880
GBGT1,0.932934
GUCY2C,1.025790
LIPE,0.981812
ART4,0.978682
CSK,0.728589
ACSS3,1.015280
PIGQ,0.851917
DUSP18,0.867226
SLCO1A2,0.774626
ABCC11,0.851742
ABCG2,0.837452
INPP5D,0.844780
ADH6,0.844680
GALNT11,0.973925
SLC17A4,0.844350
SLC17A7,0.964885
CDC42BPB,0.903187
RNF149,0.932239
ABCA4,0.784279
CYP2C19,0.885345
NDUFS5,1.020180
WWOX,0.899236
SARS,0.890836
