GENE,ENVISION
AOC1,0.978288
EPHX1,0.872100
POLA1,0.930527
FBP2,0.598953
USP17L2,0.847183
STT3A,0.846134
MYO3A,0.962341
HUWE1,0.835512
GAPDH,0.808191
H6PD,0.865975
DCLK2,0.925754
HIPK2,0.854229
MOCS1,0.790584
MDH1,0.860622
GAL3ST3,0.943196
GAL3ST2,0.854957
NGLY1,0.692420
PAM,0.914822
CDC7,0.787931
PLXNB3,0.884810
POLL,0.807753
SLC11A1,0.904826
HKDC1,0.838216
TARSL2,0.768666
CDKL2,0.910917
VARS2,0.816580
SARDH,0.819481
TTN,0.551463
TH,0.857867
GOT2,0.826794
SLC8A3,0.786678
SLC8A2,0.710250
FDFT1,0.859995
B4GALT4,0.976821
LSS,0.515471
EPHB2,0.991554
NPR2,0.783365
DAGLB,0.984127
HAL,0.860665
UXS1,0.868259
MYBBP1A,1.020930
MYLK2,0.658648
GPAT2,0.813133
PPP5C,0.910731
SLC9A7,1.007550
PADI4,0.957066
PHGDH,1.012940
SMYD3,0.829759
DDC,0.703972
CHD9,0.782862
FGFR4,0.837092
PTPRZ1,0.982059
PTPRN2,0.757155
ABHD5,1.076810
CHST11,1.008490
ALDH4A1,0.939961
ACAD8,0.925570
EYA1,0.825682
SLC2A5,0.924703
GCH1,0.566058
AGXT,0.978263
RBBP6,0.769810
PTPRF,0.820403
ELOVL5,0.916671
BCKDHB,0.684136
ADH1B,0.654059
STK36,0.955136
ABCA1,1.007480
RNF123,0.908243
