GENE,ENVISION
LIPT1,0.944864
AQP4,0.888301
RET,0.755408
EZH1,0.826143
PNLIP,0.957854
RIPK4,0.889474
UGT1A7,1.030120
PLIN1,0.937708
EP300,0.813133
HKDC1,0.867427
RPS6KB1,0.904607
USP42,0.955962
ABHD12,0.970604
XDH,0.872798
SLC12A7,0.940678
SLC6A13,0.781528
SLC8A3,0.857831
ABCA3,0.869460
ACVR2B,1.022340
AQP2,0.887347
AQP3,0.755141
ERBB4,0.716083
ACSS3,0.836172
GPD1,0.843999
PJA1,0.908356
PIK3C2A,0.904532
SMARCD3,0.855905
HELZ2,0.908715
CYP11B2,0.848679
CTSS,0.656969
CSGALNACT2,0.833111
THNSL1,0.776504
STK32A,0.785051
SGK3,0.874009
BRSK1,0.764378
ACOX1,0.866046
MST1R,0.976619
TCIRG1,0.884881
PTPRF,0.919220
HECW1,0.797252
BCHE,0.962598
CMTR1,1.008440
SLC19A1,0.974411
COQ2,0.953928
