GENE,ENVISION
TGM4,0.953592
SLC7A8,0.941813
EPHA8,1.004030
GLA,0.641783
GAK,0.575399
CDO1,0.827652
LATS2,0.904414
SETD1B,0.947529
ACSBG1,0.962116
FH,0.856797
AGT,0.985178
SLC4A8,0.817450
APOB,0.945381
PPP1R3A,0.935753
TFRC,1.014990
SLC12A1,0.868776
LSS,0.879372
NT5C1A,0.999684
IRAK3,1.063820
AARS2,0.970151
DAPK1,0.919627
SIN3A,0.915090
TYRP1,0.737251
IGF1R,0.935556
SIRT7,0.920819
DPYSL3,0.755113
SETMAR,0.884114
SLC13A4,0.790894
MYLK3,0.786164
MAN2A1,0.858952
RPL14,0.843387
PADI2,0.768623
DUSP19,0.907465
SLC26A6,0.998870
EP300,0.760041
PTRH2,0.755898
CYP7B1,0.923027
ACAD9,0.986497
SLC7A11,0.899954
RAG1,1.020040
GLYAT,0.839397
MTRR,0.984382
