GENE,ENVISION
AGL,0.838892
SLC6A7,0.940108
TM7SF2,0.756657
HIPK3,0.976590
MAP3K9,0.897151
NDST4,0.764978
MAP3K4,0.784336
DCT,0.950695
B3GALT4,0.847314
IGF1R,0.970944
ERBB4,0.649087
AQP1,0.898048
CYP2A13,0.799796
ATP2B1,0.899240
USP31,0.914081
UBR1,0.924384
SETD7,0.891173
ADCY5,0.917141
BMP1,0.832189
SYK,0.644338
SCARB1,0.897551
KIT,0.579811
DBH,0.975061
MMAA,0.861734
MYO5B,0.837122
MARCH10,0.786004
MYO3B,0.913331
SLC7A9,0.977452
SLC7A7,0.914816
POLR1A,0.947057
BCHE,0.923827
NOX4,0.971526
SMURF1,0.878594
AMN,0.952608
UBE3B,1.000180
USP42,0.909447
PC,0.676964
TTN,0.444267
JAK1,0.904938
PJA1,0.973265
UBA7,0.837519
MOGAT3,0.877494
STARD3,0.898821
TAF1,0.951746
ACAD9,0.979868
SARDH,0.977298
SLC22A8,0.974285
CREBBP,0.784461
ACE,0.696265
CLOCK,0.940348
RPS6KB1,0.783204
DARS2,0.991653
MIB2,0.881567
ME2,0.980196
NCOA3,0.947810
NCOA6,0.874758
CTPS1,0.967309
VARS2,0.815792
CDKL4,0.975503
NEDD4,0.829190
CDKL2,0.853763
MARK4,0.915297
MAPK3,0.929426
MGAT5B,0.769810
SLC8A1,0.768586
MAPK8,0.891948
TRIO,0.869045
TSSK2,0.900503
SH3RF3,0.851021
SH3RF1,0.779911
NUDT12,0.784237
NOL9,0.788562
SLC27A6,0.991558
SLC27A3,0.960616
LRP2,0.844813
LRP1,0.777772
SLC17A4,0.777911
SLC22A12,0.967604
MET,1.011970
AGPAT2,0.956875
BIRC6,0.981189
EGFR,0.961857
SLC5A2,0.889686
ABAT,0.845370
DAD1,1.035740
SERPINA1,0.682139
UGT1A10,0.920848
AASS,0.874441
PHKB,0.876147
EPRS,0.775175
EYA1,0.964896
CPT1A,0.870484
COPA,0.982414
KMT2D,0.907244
SUCLG2,0.854838
HGD,0.906515
INPP1,0.932745
SLC16A7,0.840779
NDUFS3,0.818744
GLYAT,0.930519
AHCY,0.941984
AICDA,0.923936
ABCC3,1.018330
