GENE,ENVISION
EPHA7,0.894143
AMPD2,0.776919
IPMK,0.926545
PLCB2,0.786853
G6PC2,0.758012
PLCG2,1.013150
MED1,0.974423
MAP3K4,0.948376
USP24,0.761650
SLC25A11,0.824467
ABL2,0.955567
ASPA,0.890548
PDE1B,0.859166
PIK3CB,0.921843
FYN,0.918465
INPP4A,0.977153
SLC12A1,0.885940
TTN,0.819955
SLC35A2,0.897715
PYGL,0.877838
MAP3K15,0.717483
CPT1A,0.952176
TRIO,0.854525
NOS3,0.948127
RPS6KB1,0.944577
VNN1,0.757592
PIK3C2A,0.768623
FER,0.954057
STS,0.874959
CYP3A5,0.723634
F2,0.866340
HIGD2A,0.984637
MST1R,0.985654
EIF2AK4,0.787703
SREBF1,0.986658
BRAF,0.768553
DLST,0.936789
SLC18A2,1.010660
