GENE,ENVISION
ZCCHC11,0.848707
HECTD1,0.630404
ATP2B3,0.854838
HS3ST2,0.807811
TUSC3,0.885042
HYI,0.966671
CDC42BPA,0.795672
SLC25A18,0.994986
PRKDC,0.841568
USP31,0.759098
CHFR,0.977195
SLC5A9,0.908635
USP24,0.766123
MAPK7,0.846235
NCOA2,0.866961
RPS6KB2,0.995893
XPO7,0.879707
CYP46A1,0.566591
NDST4,0.887629
EHMT1,0.988692
PDPR,0.786678
CDC42BPG,0.576528
TTN,0.826967
DUSP5,0.906604
TTLL10,0.979875
ACER2,0.948140
GUCY2D,1.068300
SLC14A2,0.992479
EXT1,0.983950
CAMK2G,0.641962
USP13,1.009030
PDP2,0.989434
GGT7,0.860263
SLC27A4,0.854232
CHST3,0.963386
EP300,0.741704
TESK2,0.854365
LMTK2,0.982968
SLC22A11,0.829674
ADCY1,0.949672
BRSK1,0.747768
CHST8,0.792916
RPS6KC1,0.932423
GSTM4,0.787373
RNF182,0.909273
ATP6V0A4,0.876189
ABCA4,0.894926
HLTF,0.980141
PDE4D,0.883351
CREBBP,0.914342
NRF1,0.771232
