GENE,ENVISION
MYO3A,0.811110
DGAT2,0.781677
ABAT,0.952042
PTGES3,0.870220
ATM,0.811058
SLC2A12,0.783160
PRKDC,0.775327
WHSC1L1,0.766525
DARS2,0.963288
POLR1D,0.879398
CBLL1,0.996288
ME3,0.769810
ABCB6,0.715022
PHKB,0.973240
AKR1C1,0.919414
USP21,0.845543
LMTK2,0.968313
NCOA2,0.863539
SLC5A12,0.989662
IARS2,0.963966
CYP4X1,0.864620
NEK1,0.982035
MAP3K3,1.006260
CHIT1,0.933782
MAP3K1,0.811271
NPAS2,0.963383
MAP3K4,0.979704
MAP3K5,0.862131
SLC34A1,0.969529
SLC6A18,0.756797
COPG2,1.019280
TTN,0.663551
WNK3,0.869205
DUSP5,0.941689
AGPAT3,1.011400
ZCCHC6,0.752031
MARK1,0.844214
CDK17,0.869045
ASH1L,0.920906
DAGLB,0.848019
MAN2C1,0.842531
USP43,0.972915
SHPK,0.803449
PIKFYVE,0.880855
TGM3,0.632461
CA14,0.954927
PASK,0.596036
TUT1,0.949009
SLC41A2,0.772440
USP16,0.975131
SLK,0.950526
LMTK3,0.861171
UBR1,1.012070
PAPOLG,0.869232
SUV420H1,0.944174
UBR4,0.778255
LARS,0.909622
UBE4A,0.914357
LRP1,0.908840
PTPRS,0.719643
CLK4,1.016450
PTPN13,0.914448
POMGNT1,0.960285
DHODH,0.991998
XPO6,0.912759
FARSB,0.780930
ABCC8,0.920304
SLC35B4,0.987245
SLC18A3,1.019270
MUL1,0.743729
RNF123,0.728595
