GENE,ENVISION
COLGALT2,0.988051
SLC4A10,0.912227
MYO3B,1.000320
SGK223,0.963200
PLCB1,0.787101
TRIM33,0.981435
LCLAT1,0.982519
HSPG2,0.792561
SLC2A13,0.928866
KMT2A,0.738466
PRKDC,0.850840
SLC6A14,1.013480
B4GALNT4,0.800857
POLR3B,0.787101
HEPH,0.974279
CERK,1.013280
RNF31,0.818152
ATP2B2,0.786086
PPP1R3C,0.783457
PDE1C,0.845056
UBE3A,0.985237
CDK16,0.901656
CDKL3,0.969720
USP42,0.978227
SLC12A5,0.990859
SRMS,0.807726
LPCAT2,0.993304
CDC42BPA,0.981070
DMPK,0.651599
WNK3,0.832769
PJA1,0.773304
SLC25A10,0.965253
SETDB1,0.746629
TTN,0.836378
GGTLC1,0.808558
ULK3,0.860622
ASH1L,0.694684
ENTPD4,0.985958
PIKFYVE,0.979073
WNK2,0.777057
PDIA6,0.719785
MYBBP1A,0.981420
PPP2R2C,0.839827
DOT1L,0.895337
MAST2,0.787373
HERC4,0.875026
SLC15A3,0.912709
CHST3,0.851655
CHST2,0.719288
ROR2,0.958522
UBR4,0.985612
PTPN18,0.973401
PTPRS,0.988065
TBL1XR1,0.998623
EIF2AK3,0.947685
DDR1,0.924924
CTSZ,0.948857
TCIRG1,1.010030
NEDD4L,0.718498
ABCA4,0.925050
FAR1,0.980031
HECW1,0.713369
WWOX,0.860622
CHPF,0.719288
NEU2,1.014480
