GENE,ENVISION
MYO3A,0.974434
GRHPR,0.840970
TGM3,0.920932
RFWD3,1.042910
GBA2,0.997636
MKNK2,0.846321
MKNK1,1.010440
PIGB,0.951349
SLC2A11,0.939280
CTDP1,0.992898
RIPK1,0.801931
LRRK1,0.768769
DYRK2,0.854838
ATR,0.918211
USP29,0.991819
DUSP21,1.095830
POLN,0.876441
USP25,0.725787
ACSL5,0.946879
NEK11,0.791187
TICRR,1.068090
EHMT1,0.909905
SYVN1,0.854525
EHMT2,0.953246
GRHL1,0.867252
GGTLC2,0.778915
LPIN1,0.759411
PLA2G12B,0.834910
CPA6,0.970814
PDPR,0.719785
DUSP10,0.759026
SLC34A1,0.930887
AMDHD2,0.974755
SLC23A2,0.792397
DUOX2,0.944608
CYP39A1,0.853983
ACOT11,0.932665
TGS1,0.853450
TNKS2,0.906880
ACY3,0.987426
MAN2C1,0.860337
FMO2,0.735261
GBGT1,1.012550
FMO1,0.837257
COL4A3BP,0.900281
ENTPD2,1.021700
ULK4,0.976901
UXS1,0.829549
MYLK2,0.797038
XYLT2,0.847013
PTGR1,0.977782
MAN2A1,0.855814
PAN2,0.806267
PLCD4,0.714999
PADI2,0.869585
SLCO3A1,0.857831
SSH1,1.004720
ALG10,1.009830
PIGY,0.950238
ATP2B3,0.974456
PDE4B,0.908741
UBR4,0.948158
ABCA3,0.929006
ABCD2,0.934007
CYP4A11,0.900231
ABCC11,1.003560
SETD8,0.624907
PTPN13,0.843008
UGGT2,0.970211
PFKFB3,0.978504
TLK2,0.869045
TRHDE,0.909808
ATP6V1E2,1.021550
PNCK,0.858554
MAP3K12,0.986743
PPAT,0.781677
GPHN,0.718498
LRP1,0.754599
MYO5B,0.784082
HLTF,0.914251
COQ6,0.983430
PDE4D,0.817040
CREBBP,0.872562
