GENE,ENVISION
MYO3A,0.834073
PAK7,0.626661
RFWD2,0.815757
B3GALT5,0.761419
AMPD3,0.976660
BIRC6,1.008300
KAT2A,0.960034
PRKDC,0.849706
PHLPP2,1.006980
SLC5A8,0.770837
TPK1,0.949388
SLC30A6,0.869818
MAPK7,0.945688
SAP130,0.851039
COQ6,0.947517
PAN2,0.913443
CPA6,0.779726
LRRK1,0.781265
GRK7,0.996909
CHIT1,0.773331
CYP4F11,0.974312
PPM1K,0.765266
MAP3K4,0.846089
GNPTAB,0.892923
PIK3R5,0.816453
PIK3R3,0.789817
TTN,0.720493
ETNK1,0.947092
COPG1,0.912505
DYRK1A,0.900102
BSCL2,0.963377
ACY3,0.625565
CDC42BPA,0.805184
ULK3,0.795911
DNMT3A,0.860577
EXT2,1.007480
ICT1,0.945847
TRIM32,0.909631
NDUFA13,0.997937
ACSF3,0.653916
SLC24A2,0.791852
CHST8,0.980592
TPH2,0.921577
USP30,0.916283
CHFR,0.765732
SUV420H1,0.855075
UBR4,0.824528
KDSR,0.972873
TRIT1,1.022260
PTPRS,0.858410
RPS6KA6,0.766857
PTPN13,0.859491
ALDH1L2,0.976432
SNRK,0.826919
ATP6V0A4,1.006080
SLC51A,0.919363
ABCA4,0.916562
CDK13,0.847958
HAO2,0.745842
RNF216,0.909588
SLC22A9,1.074010
