GENE,ENVISION
HECTD2,0.914456
HECTD1,0.881066
GNPDA2,0.817015
HUWE1,0.930357
P4HA3,0.933315
SLC25A11,1.001780
GPAM,1.074660
MAP3K4,0.926191
PPAPDC3,0.786240
SLC12A1,0.868713
DYRK1B,0.857831
SETDB1,0.935800
NAAA,0.883068
SLC38A3,0.784323
WNK2,0.860466
WNK4,0.680905
HELZ2,0.752538
CHFR,0.787877
USP34,0.781660
CNDP2,0.916745
LMTK3,0.932706
SLC2A7,0.894919
BMPR2,0.956256
CYB5R1,0.996702
TRIM33,0.942116
HSPG2,1.000800
KAT2A,0.650515
CPT1B,1.013130
POLR1D,0.920099
SHPRH,0.822503
SAP130,0.824613
UROC1,0.848610
SLC9A2,0.981349
UBE3B,0.764378
SLC9A8,0.935016
USP40,0.935888
TTN,0.748646
CDC42BPB,0.866079
B4GALT7,0.926863
TREX2,0.715141
RNF41,0.809877
CHST8,0.887747
ASPG,0.967488
CHST5,0.820756
GALNT1,0.990870
TNK2,1.017760
PAFAH2,0.877972
SULT4A1,0.861329
MAN1C1,1.016160
ELOVL3,0.910251
RNF146,1.076040
RFWD2,0.873116
AMPD3,0.844189
UGT2A3,0.815532
PRKDC,0.826667
MAPK14,0.962856
POLN,0.921253
PDE11A,0.935765
MTHFD2L,0.920122
EHMT2,0.715447
VKORC1,0.887647
CES5A,0.752031
SLC8A2,0.879469
GPCPD1,0.876519
ASH1L,0.756414
SH3RF3,0.893643
SETMAR,0.883220
PLCL2,0.872843
SLC27A4,0.988314
PDE10A,0.984104
TAOK2,0.843373
GALNT14,0.896189
SLC17A8,0.964842
SNRK,0.755919
SLC22A11,0.992474
AGPAT6,0.900891
ATP1A4,0.889961
ATHL1,1.014080
LPPR3,0.763311
PDE4D,0.959357
NRF1,0.904898
B4GALNT4,0.795881
SPHK2,0.776919
B4GALNT2,1.010490
GNE,0.822584
LOXL2,0.818534
LIPG,1.018260
CDK13,0.975708
ENPP6,0.816453
COPG1,1.007020
ACOT11,0.869181
AQP10,0.998051
HECW1,0.962637
DNMT3A,0.719643
ULK4,0.857921
PKN2,0.869232
PADI2,0.953935
EPHA10,0.959439
ST6GALNAC5,0.778646
PAPOLB,0.902583
CHST12,0.855636
PTPRR,0.876519
NEDD4L,0.868092
ABCC8,0.862329
