GENE,ENVISION
SLC4A10,0.952933
PTK2,0.824475
MARCH10,0.893989
MKNK2,0.921053
HUWE1,0.756526
CARM1,0.876569
RBBP6,0.775187
MBOAT2,0.861373
TNIK,0.846134
SLC9A4,0.858464
COASY,1.018680
LRRK1,0.719329
CHD9,0.754599
SETD5,0.969716
NT5C3A,0.920399
MAP3K5,0.969465
DPYS,0.808095
CDC42BPG,0.965999
LPCAT3,0.789083
MTMR7,0.866711
IL4I1,0.768829
DUSP6,0.784962
SLC35C1,0.831914
PLCB2,0.832783
DNMT3A,0.857651
SH3RF2,0.987137
ERBB4,0.960125
PEAK1,0.977242
PARP4,0.765137
NARS2,0.955125
NUDT12,0.863197
DYRK1A,0.899240
UAP1L1,0.782073
MERTK,0.875170
AATK,0.846323
PRKCQ,0.977806
USP31,0.874758
UBR1,0.961307
BDH2,0.732025
CMTR1,0.854044
CTPS2,0.855827
SUCLG2,0.752854
LRP1,0.978850
SLC8A2,0.861535
ALDH1L2,0.976432
EIF2AK3,0.980588
MARCH7,0.744925
CDK12,0.856204
SLC28A3,0.994024
NSD1,0.957229
KAT6B,0.949329
HLTF,0.953331
PTPRH,0.854889
