GENE,ENVISION
UBE2Q1,0.852753
RNF14,0.946264
ZCCHC11,0.533510
AGK,0.830437
PGM2L1,0.866655
PPAPDC2,0.714468
STK11,0.698817
GPAT2,0.911579
HIPK3,0.591793
P4HA3,0.822488
HIPK1,0.830136
SQLE,0.917085
DUSP27,0.357090
HUWE1,0.742427
OGDH,0.664296
ALG13,0.859124
SMG1,0.893854
SLC28A3,0.876784
CYP46A1,0.718185
MIB1,0.828554
SLC43A2,0.919062
CDC42BPG,0.641369
USP32,0.795911
SPTLC3,1.001130
ZSWIM2,0.975543
IRAK3,0.850447
IRAK4,0.919220
SLC38A4,0.755914
SLC38A1,0.743074
B3GALT1,0.672287
CAMK2D,0.948313
CAMK2B,0.856343
PPP2R2B,0.591562
STK3,0.999209
SMARCD3,0.877818
FN3K,0.789861
TBL1XR1,0.953033
LMTK3,0.747818
PARP16,0.688021
PARP14,0.784592
PARP12,1.024120
SNRK,0.898042
MYO3A,0.657211
SIRT2,0.725107
HACL1,0.995259
NUAK2,0.802432
POLR1B,0.951475
GPLD1,0.770409
GTF3C4,0.970538
SAP130,0.787387
PANK1,0.790230
PANK3,0.793632
PPP1R1B,0.904157
PANK4,1.021920
XPO6,1.015930
DGAT2,0.764008
USP36,0.904043
TTN,0.056087
TTL,0.916485
GUCY2D,0.975999
TICRR,0.759998
CHST9,0.846573
MOGAT3,0.797692
CERS3,0.843262
PAFAH2,0.843373
ZNRF1,0.833811
MTHFD1L,0.736042
ACSM1,0.831265
SLC22A6,0.929559
MYBBP1A,0.752406
GFPT1,0.764255
SARS2,0.859327
MIA3,0.996554
RALBP1,0.764008
SLC2A14,0.915058
SLC2A12,0.787877
PRKDC,0.609016
SLC4A5,0.655436
MBOAT1,0.641078
MIOX,0.818690
DYRK4,0.980222
POLN,0.751869
POLL,0.726921
SLC4A9,0.941365
POLI,0.857885
NCOA3,0.986748
NCOA6,0.976219
SLC36A4,0.892552
SLC36A2,0.967016
SLC36A1,0.821098
BSCL2,0.808558
SLCO4A1,0.986652
STK32C,0.767635
ART5,0.841151
ART4,0.975648
MYLK2,0.811412
MYLK3,0.942615
PLCL1,0.774752
FRMPD2,0.940621
SLC27A6,0.613339
SLC27A3,0.934616
RIOK2,0.824603
ALK,0.961867
SUCLA2,0.775284
SLC17A7,0.779787
ATP6V1E2,0.781829
