GENE,ENVISION
SLC6A3,0.849151
ZCCHC11,0.771376
HECTD1,0.802521
AGK,0.865863
TGM7,0.945413
RAD18,0.987256
CHST7,0.769136
POLR3E,0.946210
USP29,0.678231
USP26,0.984833
CYP4F3,0.817027
HUWE1,0.681755
MAP3K9,0.926525
PPP1R3A,0.712272
ACSM1,0.526220
CYP46A1,0.802241
SLC34A1,0.858125
PLCH1,0.718768
HMGCLL1,0.769878
PRKAG2,1.008450
SLC38A3,0.613674
STRA6,0.849591
GALNT15,0.819886
HELZ2,0.784083
NLK,0.958999
MYLK,0.961756
ACSL5,1.010050
SPEG,0.786853
MVK,0.510222
PAK7,0.906944
UGCG,0.825182
EP300,0.812230
HSPG2,0.777772
CARM1,0.775970
NOX1,0.822295
GPLD1,0.928402
SLC29A3,0.907979
ACSBG1,0.690515
PTPN14,0.979982
DPYSL3,0.828220
PLXNB3,0.850767
GK2,0.823674
STK24,0.754599
TTN,0.679783
CDC42BPB,0.664383
PJA1,0.851963
TRPM6,0.796246
TRPM7,0.875750
PTPRN2,0.752031
NUDT9,0.769810
PLCB4,0.805304
TICRR,0.975987
HERC1,0.813133
GALNT7,0.863935
SUV420H2,1.001320
RPS6KA1,0.926233
CYP8B1,1.021310
ATP6V0A4,0.861693
CAMKK2,1.012940
STK33,1.014780
HECW2,0.768586
MGAT5,0.931035
PLCZ1,0.991122
PADI6,1.012510
UGT2A1,0.690775
PLCE1,0.812703
ADCY10,1.019550
POLM,0.730417
CHIA,1.006980
GAD1,0.873783
RHBG,0.752854
MARK4,0.812680
CES5A,0.899263
BCO1,0.814224
DUSP9,0.784947
DOT1L,0.938624
SLC6A14,0.973130
ASH1L,0.935095
GMPPB,0.966986
MERTK,0.833418
MCAT,0.791576
SLC27A6,0.784609
LRP2,0.786086
LRP1,0.908466
SLC17A8,0.838586
TPTE2,0.873671
SLC22A10,1.005230
ABCA3,0.989352
GLT6D1,0.781634
PDE4C,0.972554
NEU2,0.768608
OCRL,0.776733
HS3ST4,0.721037
B4GALNT2,1.008700
PGLYRP2,0.772312
ABAT,0.795682
PGLYRP4,0.930480
GAL3ST4,0.975905
ERBB4,0.944451
UGT1A10,0.559214
LPIN1,0.925934
OLAH,0.892217
SIN3A,0.860577
PEAK1,0.973782
PIGO,0.959208
PIGQ,0.769387
CES3,0.899753
PADI4,0.989175
EPHA10,0.752854
PLA2G4C,0.769387
STK31,0.824495
VRK3,0.776487
ACMSD,0.861075
DUSP12,0.753157
NEDD4L,0.737474
PTPRO,0.913098
ABCC2,0.761001
