GENE,ENVISION
AOX1,0.919226
HS3ST4,0.843373
SMPD3,0.788285
POLA2,0.959894
CBLC,0.825388
BIRC6,0.854357
PGS1,0.813888
KAT2B,0.876737
UGT2A1,0.817150
SLC4A5,0.974523
MARCH4,0.929073
ADCY4,0.864546
ADCY10,0.982968
SLC5A7,0.856562
SLC5A8,0.815604
B3GAT1,0.753638
ACSL5,0.954982
CYP3A43,0.940084
PPP1R3A,0.950283
XPO6,0.968360
TGM7,0.825500
USP34,0.839065
STYK1,0.914205
NDST4,0.946264
CDK17,0.761650
GUCY1A3,0.767446
RNF133,0.871659
TTN,0.155372
ITK,0.669406
LDHD,0.917511
DUSP4,0.777017
AARS2,0.786853
TAOK3,0.800803
ZNF645,0.861447
ZC3HAV1,0.876848
PTPRN2,0.941966
SLC38A4,0.742119
PLCB2,0.974279
FMO1,0.847280
CYP4Z1,0.942814
PKN1,0.932879
PLCB1,0.846829
SUV39H2,0.915288
CDK12,0.907094
SMYD3,0.753821
PTPRH,0.784832
USP31,0.786853
ACO2,0.710139
SETD5,0.759196
TRPM6,0.920910
USP37,0.911219
LRP2,0.798962
SLCO1B1,0.861043
LRP1,1.004190
INPP5D,0.830265
SLC40A1,0.934292
RPS6KA6,0.578689
ALDH1L2,0.846780
SNRK,0.835084
SLC3A1,1.019250
KL,1.021000
UBE2F,0.852901
CYP4F11,1.007320
STK31,0.911023
HEPH,0.786853
MAP3K14,0.921257
HS6ST3,0.860183
NSD1,0.798894
SULT2A1,0.592212
PTPRK,0.945296
PTPRJ,0.780225
XPO7,0.856025
