GENE,ENVISION
MYO3A,0.914753
SIRT3,0.888271
HELZ2,0.968950
SPHK2,0.892808
HACL1,0.648539
RAD9A,0.640469
DCLK2,0.896807
PPIL4,0.860577
DMGDH,0.953781
SMPD3,0.934959
HEPH,0.822295
MAPKAPK5,0.931700
PHKB,1.017150
NGLY1,0.879523
NEK11,0.831343
ACER2,0.924352
PANK3,0.758153
GPAM,0.978549
LPIN1,0.831295
CHD9,0.797971
TKTL2,0.978957
RHBG,0.769810
CDKL2,0.838870
PMM1,0.936524
RRM2B,0.911300
TTN,0.670253
SLC8A2,0.863630
KMT2C,0.845432
ART3,0.720739
TSSK3,0.857184
SLC38A3,0.919553
ACSS3,0.866798
WNK1,0.831050
PPM1E,0.953238
MIA3,0.844141
AATK,0.979063
SLC15A2,0.978066
CHFR,0.962773
HGD,0.897724
EP300,0.756688
TYRO3,0.764839
RPS6KA6,0.970812
ARG2,0.948403
PON3,0.763450
AGPAT4,0.958617
HS6ST2,0.825278
TPSD1,0.827258
PTPRO,0.894288
KAT6B,0.846240
PDE4C,0.944034
NEU1,1.005030
