GENE,ENVISION
PGAP1,0.798241
AGK,0.968155
FKBP5,0.962565
HIPK1,0.829890
SRPK3,0.845761
RARS2,0.913995
PPWD1,0.935782
DUSP21,0.988800
DUSP27,0.924401
CYP3A43,1.004110
SMG1,0.723608
HKDC1,0.792637
SLC28A3,0.931873
TKTL2,0.704598
MIB1,0.900346
RNF20,0.728242
CDC42BPG,0.913580
SPTLC3,0.813662
SLC38A5,0.940195
MAN2C1,0.972052
SLC38A2,0.911680
PPP2R2B,0.796920
STK3,0.964008
STK4,0.903045
CYP4X1,0.794865
FN3K,0.909005
GALNT13,0.792037
UBE4A,0.825867
LMTK2,0.788895
HIPK2,0.973319
SLC9A4,0.976550
MOCS1,0.804821
PARP10,0.890966
ACE2,0.465864
STK38L,0.772184
PHPT1,0.914055
UGCG,0.852937
MYO3B,0.651577
ACVR1C,0.775589
HACL1,0.904766
ATP6V1H,0.862469
POLR1B,0.894081
GPLD1,0.735261
SAP130,0.982744
XPO7,0.766123
TTN,0.021653
DIO2,0.957597
TICRR,0.675457
UCK1,0.843832
CHST9,0.830642
MINK1,0.948416
CSGALNACT2,0.990126
MCCC2,0.652175
CSGALNACT1,0.860510
RPS6KA2,0.861775
MTHFD1L,0.742639
PRKD1,1.020080
TCIRG1,0.986080
MYBBP1A,0.988468
SLC18A3,0.863338
SLC22A8,0.928317
SLC22A9,1.069820
SLC2A12,0.837047
PRKDC,0.891344
MKRN1,0.938111
SLC4A4,0.930209
POLE,0.503408
MKRN2,0.771307
SLC23A2,0.940358
POLK,0.864853
SLC4A8,0.926514
POLH,0.618963
NCOA2,0.906377
NCOA3,0.862974
ASPG,1.002180
NCOA6,0.456614
ASPH,0.940553
SLC36A1,0.972186
SLCO4A1,0.825030
ITPKC,0.953384
KDSR,0.905386
PLCL1,0.907226
NOL9,0.981210
FRMPD2,0.571370
SLC27A4,0.955310
SLC27A6,0.842986
PDE10A,0.577223
SLC27A3,0.672868
SRPK2,0.981090
RIOK2,0.979198
MTFMT,0.967410
SLC17A8,0.882266
SLC17A4,0.595412
SLC17A6,0.967834
SLC17A1,0.895266
AK5,0.858410
RBBP6,0.782933
ABCA4,0.896892
ATP1A4,0.711862
ABCA3,0.942557
NPC1L1,0.829246
PRKD2,0.783037
CCBL2,0.632040
CBLL1,0.978685
ACER2,1.013250
ATP6V0A4,0.824223
VRK3,0.898335
DPYD,0.695219
CDK13,0.755944
UHMK1,0.768586
ETNK1,0.724325
WNK3,0.927757
AARS2,0.859696
AASDH,0.903445
ELOVL3,0.780240
UXS1,0.863827
SLC24A4,0.850902
CA14,0.545005
SLC24A2,0.857157
SLC24A3,0.843770
GANC,0.853105
ACSM2B,0.627877
PLB1,0.982329
PLA2G4D,0.809946
LPIN1,0.975449
MLK4,0.783333
MAP3K10,0.941091
MAP3K11,0.942692
MGAT4A,0.964559
MAP3K15,0.651467
MGAT4B,0.782862
SLC1A5,0.974446
FUCA2,0.773848
TUSC3,0.806568
HUWE1,0.259062
CDO1,0.821082
CDK17,0.787101
CYP4F8,0.983534
MARCH7,0.862308
USP26,0.871016
USP25,0.801701
USP24,0.790643
MARCH9,0.719785
USP21,0.864365
USP20,0.858941
LBR,1.010790
USP34,0.608899
SLC12A5,0.918238
SLC12A4,0.851576
SLC12A7,0.950313
SLC12A6,0.909255
SLC12A1,0.830360
USP36,0.823414
MTMR3,0.939370
LPCAT3,0.881613
ADCY4,0.737664
EXT1,0.851456
BARD1,0.866332
HS3ST2,0.823694
COPG1,0.903208
SSH2,0.927725
SSH1,0.997963
CHFR,0.923906
HTATIP2,0.719138
ADCY1,0.803365
SLC41A2,0.994122
SLC2A9,0.769878
SLC2A7,0.965928
ALDH1L2,0.942810
SCARB1,0.845674
CYLD,0.927025
PAK7,0.803007
DHODH,0.739874
PAPL,0.962385
ALG8,0.909191
NSDHL,1.018143
UGT3A2,0.861477
ALG3,0.808070
ALG6,0.822468
PIGB,0.959094
RNF180,0.861545
SLC29A4,0.872754
SLC29A3,0.965693
SLC29A1,0.965258
MGAT5B,0.843373
SHPRH,0.631544
FUK,0.782394
NEK5,0.910535
NEK1,1.013410
NEK8,1.017030
NEK9,0.860577
PKN1,0.868212
FIG4,0.921495
PLCH1,0.981083
CDC42BPA,0.794786
TNS2,0.845826
TXNRD1,0.813707
DPYSL2,0.671236
GALNT8,0.968174
MANSC1,0.820930
MYO5B,0.943229
ADSSL1,0.719785
PHEX,0.952098
GALNT1,0.646457
GALNT2,0.972576
GALNT3,0.857157
LARS,0.923612
COMTD1,0.606884
CYP27A1,1.009388
NAPRT,0.969809
ATP6V0A2,0.764723
NSD1,0.668300
CA5B,0.885003
MYO3A,0.447002
PI4KB,0.830708
PLCZ1,0.860932
ATM,0.869992
UGT2A1,0.719076
HSD17B11,0.599489
ATR,0.940541
PDE11A,0.842245
CERCAM,0.783653
AMDHD1,0.838586
CES5A,0.908155
DOT1L,0.948274
HAS2,0.775293
GPCPD1,0.914468
PUS1,0.769746
ACVR2B,0.864772
DUOX2,0.913842
CPT1C,1.019100
SH3RF1,0.772755
GMPPA,0.986699
EP300,0.427885
UHRF1,0.923718
TRIT1,1.014220
FAM65A,0.778664
SLC22A16,0.812697
PPAT,0.969650
ATHL1,0.791141
SLC4A10,1.039560
PTK2,0.476102
PTK7,0.847376
PTK6,0.852010
LRP1,0.803937
MGLL,0.923219
ASH1L,0.437613
SLC5A9,0.833766
RNF31,0.918380
RDH14,0.860974
PNLIPRP3,0.957593
CHKB,0.758687
MAP3K14,0.815467
AQP10,0.818184
SULT2A1,0.889829
SMURF1,0.828940
ST3GAL5,0.775519
ST3GAL4,0.916223
RCL1,0.987617
PRKCE,0.632656
PADI3,0.845845
SLC9A7,0.913304
MGAT5,0.735338
PRKCQ,0.882799
PAPOLG,0.786678
SLC20A2,0.899245
SLC6A20,0.826984
SLC20A1,0.894063
ITPA,0.813133
KAT6A,0.551100
SLC6A7,0.834210
FKBP10,0.990870
WWP1,0.616646
GNPTAB,0.873737
CHSY3,0.741724
CHSY1,0.863830
POLR3F,0.894259
PPIL2,0.942006
