GENE,ENVISION
MYO3A,0.816717
SLC4A10,0.805870
CDK12,0.870829
PTK7,0.846859
WWP1,0.880833
EPHA7,0.815582
FLAD1,0.965681
KMT2A,0.776271
ROCK1,0.930154
MGST2,0.977199
LRRK1,0.984270
USP29,0.875689
USP28,0.820228
PINK1,0.977977
ACAD11,1.026440
GAD2,0.674945
DUSP27,0.936408
RCHY1,0.758177
SLC10A1,0.888249
SLC30A6,0.709904
SGK223,1.012940
SCARF2,0.769892
PCYOX1,0.968396
MAP3K3,0.941762
ACSM5,0.965482
USP35,0.917773
NT5C1A,0.894678
NTRK3,0.889979
USP20,0.754441
HAS2,0.781749
DAGLA,0.765519
ASH1L,0.924034
HUWE1,0.921244
SLC25A3,0.997774
RNF41,0.844644
MAP3K9,0.929000
UBA2,0.910583
HELZ2,0.843346
INPP5D,0.887462
ATP2B3,0.791193
GALNT7,0.728692
USP16,0.765320
DUSP10,0.743561
USP37,0.656299
KAT8,0.713081
CSNK1A1L,0.921157
CYP4A11,1.007910
DZIP3,0.977961
SLC17A4,0.835969
MOGS,1.015470
PARP12,0.869267
UEVLD,0.817098
USP51,0.840216
RDH14,0.839853
AASS,0.989816
HEPH,0.678453
PLCB2,0.916253
DGUOK,0.668470
PTPRO,0.720644
SPEG,0.911778
CLK4,0.925141
