GENE,ENVISION
SLC1A5,1.026260
RFWD3,0.980668
PTK6,0.942464
FLAD1,0.965681
USP4,0.981090
MAT1A,0.817955
PLCE1,0.958662
DUSP9,1.009920
IL4I1,0.994532
ASPG,0.901733
ATM,0.821119
PPM1K,0.944792
SLC36A1,0.766835
SLC12A5,0.926776
PNPLA7,0.908328
TTN,0.856204
ACE2,0.781130
SLC47A2,0.987122
AARS2,0.774024
ABCD2,0.982650
EYA1,1.008400
LPCAT3,0.989628
PTPRN2,0.991819
KMT2A,0.917990
DNMT3A,0.801714
SH3RF3,0.765113
LRTOMT,0.922171
ATP8A1,0.792236
SLC13A4,0.918139
HERC1,0.919523
SLC26A1,0.935610
HERC3,0.834195
SLC9A7,0.857831
PLCD3,0.982314
PADI6,0.999441
FN3K,0.844137
LRP1,0.828241
USP13,1.013040
SLC2A6,0.733104
RPS6KC1,0.925584
MAST2,0.998525
PAK1,0.809163
SLC23A1,0.842730
PLD3,1.018570
SPEG,0.911809
PSKH2,0.879992
POLR3B,0.861177
