GENE,ENVISION
TRIM11,0.833499
PPP2R3A,0.957594
MAT1A,0.962296
PTK2B,1.019720
DMGDH,0.992252
IKBKE,0.966381
USP26,0.920755
TRMT11,1.060940
B3GNT6,0.938883
MAP3K9,0.749462
SMG1,0.901809
ACSM1,0.962277
A4GNT,0.976841
NDST4,0.810875
TAOK1,0.932686
SLC12A5,0.883008
AK5,0.868434
SLC26A11,0.861805
ERBB4,0.766826
WNK2,0.826168
SLC25A2,0.817745
CAMK2G,0.799061
ACSM2B,1.024650
XYLT1,0.889606
MACROD1,0.862933
SLC15A2,0.744653
PIK3C3,0.822217
UBR4,0.993995
LMTK2,0.943462
PTPN11,0.934678
MYLK,0.751900
DHRS2,0.935630
MYO3A,0.824169
ITPK1,0.830072
HSPG2,0.894458
ATP6V1H,0.796912
ACSBG1,0.990456
PLCB4,0.865227
SHPRH,0.757477
USP43,0.883510
RNF133,0.948413
PNPLA7,0.868543
TTN,0.567237
NLK,0.837467
PTPRN2,0.567104
GUCY2D,0.808402
HERC1,0.832374
PPARA,0.912341
RFK,0.786879
STT3B,0.966415
ELOVL2,0.816717
STK36,0.860337
SLC28A3,0.862822
SLC18A3,0.737574
GGT7,0.975607
PHPT1,0.758177
RPE65,0.863423
SLC32A1,1.107340
UGT2A3,0.981063
PRKDC,0.889449
SLC4A4,0.797540
PLCE1,0.914874
ADCY10,0.921414
EHMT1,1.022720
EHMT2,0.857942
MASTL,0.768079
SLC6A18,0.974782
HAS2,0.820396
UGT3A1,0.952002
ALG11,0.846665
PDE10A,0.588253
LRP2,0.736165
GALNT15,0.896139
SLC22A10,0.942697
PPIG,0.824823
SLC4A10,0.907145
HS3ST4,0.762713
PTK7,0.873385
USP3,0.840559
RIPK1,1.010030
SLC5A8,0.757886
GAL3ST4,0.831794
RGL1,0.972350
PLOD1,0.833611
WARS2,0.826519
AURKB,0.792776
TECRL,0.872766
DGKB,0.841281
SLC24A4,0.890319
PADI1,0.860903
WNK4,0.945483
CA9,0.914152
CYP4A11,0.982550
PON3,0.932489
RDH12,0.980562
PTPRJ,0.864416
ABCC2,0.804599
