GENE,ENVISION
HECTD2,0.837993
USP17L2,0.767381
QTRTD1,0.918880
SLC6A7,1.005400
PDE3A,0.860709
ATM,0.982399
GLRX2,0.937327
AGXT2,1.022880
EZH1,0.789861
POLR1B,0.791811
POLK,1.040410
PLA2G3,1.102950
TOPORS,0.831534
HUWE1,0.860652
GCNT4,0.919043
LOXL2,0.856204
UROC1,0.933687
ASAH2,0.965723
AASS,0.810661
UBE3C,0.891742
OLAH,0.900923
UBE3A,1.017260
NDST4,0.750338
PHKB,0.945908
SDR9C7,0.925458
TTN,0.449394
UGGT2,0.939370
CYP4V2,1.010260
BCO1,1.015620
DNMT3B,0.974976
PLCB1,0.860577
CAMK2G,0.667991
MAN2C1,1.005920
NAAA,0.946539
PEAK1,0.930998
PDIA5,1.013260
PKN2,0.842570
PRKCE,0.936097
MYLK3,0.977046
USP31,0.861349
USP7,0.867317
PDE10A,0.871160
TESK2,0.865312
UBE2O,0.807296
PYCRL,0.818568
EIF2AK4,0.856204
GGH,0.619454
HIF1AN,0.886753
GPCPD1,0.755141
NRF1,0.718498
