GENE,ENVISION
HECTD1,0.966575
TUSC3,0.704242
A4GALT,0.947100
FKBP4,0.856204
LGSN,0.990777
PDPR,0.754599
CYP39A1,1.007317
HMGCLL1,0.753821
ABCD2,0.957134
B3GALT1,0.786240
WNK2,0.860707
SLC25A2,0.679594
ACSM2B,0.895446
HELZ2,0.999044
SLC15A2,0.917330
UBR1,0.930480
CYP4X1,0.827740
EHHADH,0.922370
SLC41A2,0.939482
BRSK2,0.849133
ADCY2,0.840546
PTPN13,0.997046
PTPN11,0.597714
MYO5B,0.868276
SLC7A7,0.867634
DUOX2,0.993697
ALG5,0.961044
NOX3,0.984223
SHPRH,0.719329
NEK5,0.890724
SLC9A2,0.718023
USP44,0.965382
FIG4,0.790809
PLCH1,0.796554
TTN,0.080849
TRPM6,0.783854
TRPM7,0.906777
GUCY2D,0.990285
CYP4Z1,0.942788
PIKFYVE,0.897610
HERC1,0.952664
PDP2,0.907069
AGMAT,0.769810
SLC26A8,0.773866
PPP1R3C,0.894114
MCCC2,0.689971
GALNT2,0.796758
BSCL2,0.864203
TLK1,0.802521
UBE2O,0.868045
SLC22A4,0.935021
SLC22A9,0.859066
EARS2,1.007090
CROT,0.718307
UGT2A3,0.989482
PLCE1,0.943185
SLC4A9,0.901044
LGALS13,0.846350
SLC10A2,0.932369
NCOA6,0.765030
BHMT,0.686380
SDR16C5,0.938448
GALNTL5,0.843543
PUS1,0.949917
ART3,0.912862
SH3RF2,1.044690
ACSS3,0.827076
PDE10A,0.860577
LRP2,0.794501
GALNT14,0.968427
SLC17A8,0.828646
GALNT13,0.930683
SLC17A4,0.969779
KL,0.964918
ABCA4,0.940723
SLC4A10,0.745689
BIRC6,0.866475
PNPT1,0.975228
CCNB1IP1,0.975867
SLC5A7,0.986366
GAL3ST1,0.940258
LARS2,0.984056
LOXL2,0.904347
CDK19,0.893305
DPYD,0.597915
PDE1C,0.886922
LPCAT2,0.914573
DNMT3B,1.011280
PEAK1,0.812046
SLC24A4,0.825523
USP10,0.864489
FPGS,0.790467
PADI6,0.947529
PRKCQ,0.885177
TRIP12,0.839152
HAO2,0.787877
SLCO1C1,0.982497
RNF167,0.909511
SLC40A1,0.820222
BAAT,0.893637
CDK12,0.907465
ATP6V1C2,1.006470
KAT6A,0.730682
FUT9,0.805187
