GENE,ENVISION
NIT2,0.575666
ART5,0.939019
LIPE,0.950695
SLC27A5,0.847274
PLCE1,0.836023
CDC14A,1.002090
ABAT,0.941476
SH3RF2,0.845597
PLXNB3,0.977371
KYNU,0.637282
ASAH1,0.804988
PDE3A,0.931109
ABHD12,0.929713
PNPLA7,0.843373
TTN,0.800857
PJA1,0.924809
ABCD2,0.959315
DGKD,0.813559
BCO1,0.851045
PARP8,0.886963
ERBB4,0.920693
ENPP6,0.986801
DUPD1,0.881619
PDIA2,1.014220
SLC25A22,0.937590
GPAM,0.980154
EPHA10,0.855075
SLC26A8,0.959200
TAOK1,0.830823
ADCY4,0.792895
LMTK3,0.786511
MLK4,0.956698
ETNPPL,0.837228
CYLD,0.771589
MMAA,0.966983
KAT6B,0.893839
PIP4K2B,0.852682
SLC22A9,0.821072
PXDN,0.827988
