GENE,ENVISION
UBE2Q1,0.979568
HECTD3,0.896076
COLGALT1,0.766082
USP51,0.838717
SLC13A5,0.951582
PLCB1,0.869544
DUOX1,0.775823
AK7,0.908116
SLC25A18,1.021470
USP43,0.819209
SLC27A5,1.066160
SMURF2,0.775353
PLCE1,0.851607
RARS2,0.942719
GTF3C4,0.909789
TP53RK,0.880654
FKBP10,0.937832
CHIA,0.914124
PLIN4,0.831965
TICRR,0.871734
EHMT1,1.000680
GPAM,0.958733
ASAH1,1.121260
DPYD,0.882207
CDK13,0.766038
SIN3A,0.854838
PDE3A,1.005870
INPP4A,0.877541
STK38L,0.762093
PLCH1,0.534153
CDC42BPA,0.814898
HECTD2,0.905388
GRK1,0.754087
ABCC8,0.951582
FANCL,0.856218
SLCO4A1,0.993549
TTN,0.686198
KMT2B,0.874307
KMT2A,0.623494
GUCY2D,0.947404
NAAA,0.836707
KMT2E,0.926677
SLC13A1,0.951733
WHSC1L1,0.927806
ISYNA1,0.929223
ABCG2,0.898995
RNF41,0.970805
PPP2R2B,0.919995
BRAP,0.896537
MIA3,0.761390
AATK,0.915652
UBR3,0.968953
HEPH,0.964072
UBR1,0.882926
SETD2,0.898993
SRPK3,0.983371
TAOK2,0.745416
SLC39A7,0.858722
PTPRU,0.823674
LRP1,0.989841
DZIP3,0.961044
EIF2AK1,0.790467
GLT8D2,0.944496
ACSL6,1.024580
MAP3K14,0.941082
SLC22A10,0.994461
MSRA,0.520962
GDA,1.004580
MAP3K12,1.021800
BMPR2,0.884018
PRKD1,0.911509
PTPRO,0.912148
CTBP1,0.938944
RNF125,0.887162
MUL1,0.842511
CLK4,0.921415
HIBCH,0.841581
HSD17B14,0.838690
RNF146,0.818744
