GENE,ENVISION
UBE2Q1,0.854357
AOX1,0.973767
HS3ST5,0.601283
HSD17B11,0.880276
SPHK2,0.824265
TMEM27,0.982019
SLC32A1,0.972737
FTMT,0.831445
B4GALNT4,0.769810
MARCH2,0.945889
FKBP8,0.992758
GCDH,0.925145
LMTK2,0.921645
LOXL2,0.790414
ASAH2,0.900929
AFMID,0.842007
TESK1,0.943096
FIG4,1.001870
TTN,0.923546
TNS2,0.983687
B4GALT7,1.017350
ABCB6,0.865699
FMO2,0.963503
KCNJ11,0.932667
SLC14A2,0.831899
TRHDE,0.836973
UXS1,0.819897
PIGK,0.977917
SLC13A4,0.981776
TNK1,0.752031
MAN2A1,0.815467
AAK1,0.854697
MAN1C1,0.652624
PADI4,1.008750
MERTK,0.929719
PRKCQ,1.009920
ACO2,0.741622
USP34,0.867712
DUSP10,0.914161
UBR4,0.803015
ADCY4,0.845471
RPS6KA2,0.800447
B3GALNT2,0.995308
ADCY2,0.912202
SCARB1,0.980550
PMVK,0.863306
YARS2,0.803869
PTPN14,0.770409
FUT7,1.015850
FITM2,0.983085
MAP4K1,0.962253
PDZD4,0.840455
PRKD2,0.786678
AOC3,0.812139
PXDN,0.778646
