GENE,ENVISION
TSSK1B,0.950689
GLRX2,0.869916
HIPK3,0.928926
QPCT,0.984978
USP28,0.814173
USP24,0.863509
CYBRD1,0.957746
SLC5A11,0.787436
COX8C,0.779363
MTMR7,0.914950
ASRGL1,0.983696
TAOK3,0.835544
SETDB1,0.790078
B3GALT5,1.019650
ENTPD4,0.982694
LIPE,0.746959
BARD1,0.980233
WNK1,0.909034
WNK4,0.946422
ENTPD8,0.779114
CSNK1G3,0.643173
HELZ2,0.930110
USP31,0.865514
ATP2B2,0.901001
TESK1,0.847688
USP36,0.823414
INPP5E,0.975426
PLD1,0.819481
PARP12,0.739824
STARD3,0.814891
PAK7,0.685640
PXDN,1.071820
ADCY1,0.809398
MYO3A,0.820964
HSPG2,0.725545
USP35,0.917191
ACSBG1,0.856169
UROC1,0.971081
SLC9A2,0.932702
XPO6,0.768586
DGAT2,0.759519
USP43,0.823593
CDC42BPG,0.909228
TTN,0.354239
CDC42BPB,0.796276
PKN3,0.786691
DPYSL3,0.925047
ACSF2,0.861888
HERC3,0.752854
SLC26A8,0.836422
ADSSL1,0.858410
CHST4,0.787295
TYRO3,0.836598
RPS6KA2,0.945017
ABCG8,0.918111
ACAD9,1.008260
NAPRT,0.997018
HECW1,0.860510
ATP6V0A2,0.793802
RNF123,0.921814
LCLAT1,0.947604
ILK,0.892381
UGT2A1,1.011160
PRKDC,1.012550
POLE,0.861416
ATR,0.988454
SLC4A9,0.820964
AMDHD2,0.860337
CES5A,0.948875
SACM1L,0.948153
SLC12A1,0.847104
ACSS2,1.013000
SLC13A2,0.990354
NUDT11,0.903855
ALG13,0.996657
SRPK2,0.770409
GALNT15,0.916020
SLC22A18,0.798583
SLC17A1,0.961014
AK5,0.854838
UBR2,0.933713
ACAD8,0.929443
SLC23A2,0.790795
ABCA3,0.766429
AGPAT1,0.861177
STAMBPL1,0.780152
PDE4B,0.874211
PRKD1,0.830277
SSU72,0.816453
USP9X,0.917353
SLC5A6,0.955712
DGKZ,0.876287
MINK1,0.631110
LPIN3,0.989512
AURKB,0.832324
EYA3,0.857530
CPT1C,0.967726
PEAK1,0.978839
SLC24A4,0.932147
CHST7,0.686084
BDH1,0.981258
SLC20A2,0.780317
PTPRS,0.871933
RDH13,0.830368
PTPRJ,0.937371
