GENE,ENVISION
PAPL,0.948659
HECTD1,0.865550
UBE3A,0.573567
B4GALNT3,0.825271
TRIM33,0.943313
PLCZ1,0.940229
MAP3K11,0.885559
UGT3A1,0.832340
HS3ST4,0.839449
POLR3E,0.973669
PRKDC,0.976450
MKRN1,0.825333
PGLYRP2,0.897682
GPLD1,0.931155
UGT1A8,0.743605
DYRK4,0.708807
USP29,0.899301
SLC15A3,0.926953
SLC5A8,0.976027
CHIA,0.859984
SLC5A11,0.876536
FABP9,0.836386
SLC9A4,0.927249
SLC27A6,0.906943
UROC1,1.007780
DPYD,0.942380
AASS,0.803899
CINP,0.771596
GK2,0.935425
DHRS2,0.874288
PPAPDC1A,0.802521
SLC12A5,0.972587
EPHA7,0.652462
GAL3ST1,0.872346
PLCH1,0.895097
DUOX2,0.971166
TTN,0.165147
ZSWIM2,0.958472
TRMT1,0.815990
LDHD,0.752854
SLC8A2,0.768623
EYA1,0.684303
SGPP2,0.944256
GBE1,0.564951
KMT2C,0.866123
RIOK2,0.933971
ART3,0.894031
FMO1,0.976743
PLCB4,0.752976
ATP6V0A2,0.998599
ERBB4,0.815793
BARD1,0.964721
UCK1,0.859147
ACPT,0.900375
CYP4F8,0.960626
SEC11C,0.935296
HERC1,0.897674
EHMT2,0.719785
KAT2A,0.880406
MIA3,0.971630
FRMPD2,0.855215
UBR2,1.002310
HGD,0.935638
CYP4X1,0.953930
IP6K3,0.845462
PTPRR,0.901065
LRP2,0.796554
CYP4F22,1.010970
UBE4A,0.778845
LRP1,0.913909
GALNT13,0.849850
SLC2A7,0.823098
TBCB,0.821527
AK5,1.009270
DDR2,1.010660
CSNK1G1,0.819203
GLYAT,0.784943
HECW1,0.732887
MGAT4C,0.856592
MYBBP1A,0.943821
PLCE1,1.014180
KAT6A,0.790989
SLC22A9,1.038280
POLR3B,0.886963
