GENE,ENVISION
SLC4A10,0.814368
AOC3,0.730019
MAP4K2,0.860577
STYK1,0.911280
EPHA7,0.916358
PNPT1,0.813133
LPIN2,0.847755
NADSYN1,0.810976
DCLK2,0.977358
PRKDC,0.941983
HS3ST4,0.769810
TRIB3,0.859178
MLK4,0.899600
GALNT5,0.776893
ACAD10,0.758645
CHIA,0.865004
SLC4A9,0.982283
EHMT1,1.010840
GALNT7,0.920721
LGSN,1.085090
SLC9A2,0.716715
DPYD,0.733044
HKDC1,0.804808
MAP3K3,0.958925
ACSM3,0.928508
PRODH2,0.953138
PHKB,0.981117
TRMT1,0.845592
STK24,0.863306
GBE1,0.837637
TECRL,0.914511
DYRK1A,0.787232
TNS2,0.803275
RNF19A,0.854928
DAPK2,0.778484
IRAK4,0.916809
TTN,0.483575
KMT2B,0.777772
PARP4,0.918215
PLCB1,0.891742
HMGCLL1,0.752854
SLC13A4,0.789989
CSNK1A1L,0.942957
SLC24A3,0.761686
COLGALT1,0.974477
PIGQ,0.998741
MAP3K9,0.572191
CHST4,1.020180
UBA3,0.868111
HELZ2,0.745864
SLC18A2,0.854995
AGXT2,0.975637
CHDH,0.857157
ATP2B2,0.727660
CMTR1,0.789508
UBR4,0.862469
LRP2,0.752031
SLC6A20,1.006580
GALNT15,0.926103
CYP4A11,1.077450
PPP1R3A,0.979330
SLCO1C1,0.919157
CYP8B1,1.013490
AK5,0.896936
AGPAT5,0.906735
ELOVL3,0.816753
MGAT4B,0.810780
KAT6B,0.848077
PDE4B,0.959022
PTPRK,0.940678
FUT9,0.719288
MOGAT3,0.973925
