GENE,ENVISION
B4GALNT4,0.874957
SPHK1,1.004590
MYO3B,0.997616
SGK223,0.943868
PTK6,0.773348
TRIM32,0.903463
ATM,0.745474
GPAT2,0.956315
PKMYT1,0.858794
PTK2B,0.908295
LPPR4,1.010960
POLR3B,0.851668
PGLYRP4,0.930480
PINK1,0.971889
USP25,0.974788
FKBP8,0.769810
GAD2,0.703237
DUSP27,0.896785
PAN2,1.060370
LIPG,0.873655
ACSM1,0.906200
DPYS,0.692891
TIAM2,0.913649
POLD3,0.860622
CES5A,0.918842
TTN,0.975501
USP15,0.775622
NMNAT2,0.869045
IRAK3,1.014880
USP20,0.904172
LPPR3,0.806943
HSD17B10,0.931688
MARK1,0.973915
SH3RF2,1.005000
CDC42BPB,0.783320
ERBB4,0.711824
NCOA3,0.852147
SLC24A2,0.912621
SLC24A3,0.861416
SLC7A3,0.864510
HERC1,0.893704
DGKB,0.994768
PLCD4,0.774620
PADI6,0.924562
GALNT7,0.788186
PIGQ,0.796554
SLCO1C1,0.823098
RPS6KA2,1.006680
NME7,0.821372
SLC17A8,0.824675
CTDSPL2,0.782862
DDR1,0.955168
USP9X,0.985173
GDPD2,0.998074
ABCA4,0.868042
EZH2,0.763250
ATP6V1G3,0.875890
MGAT4C,0.813133
PDZD4,0.952666
NEU4,0.753157
KCNJ8,0.812170
SLC22A9,0.793950
