GENE,ENVISION
PCK2,0.781502
USP17L2,0.804097
PPIL2,0.719785
UGT8,0.823400
BIRC6,0.842910
SLC2A12,0.821028
KAT2A,0.878448
MARCH7,0.906361
USP29,0.890627
B3GAT2,0.902753
LOXL2,0.880462
NCOA1,0.752854
PANK4,0.788960
MAP3K3,0.838628
MAP3K5,0.914823
SLC14A1,0.952130
PLCH1,0.986204
TTN,0.743701
RNF152,0.954103
ABCD2,0.853511
EYA1,1.012110
PHKG1,0.915568
FMO2,0.845452
SH3RF2,0.968600
DAGLA,0.810540
WNK2,0.932533
SLC24A3,0.942266
UBA3,0.907145
SLC26A6,0.839706
UBR1,0.878229
ATP2B2,0.718498
LRP2,0.782502
TPTE2,1.026025
TRHDE,0.977625
MAP2K1,0.967732
ABCA4,0.936882
GLYAT,0.974865
PTPRO,0.901414
UBE2S,0.844586
