GENE,ENVISION
TGM3,0.847209
WWP1,0.817173
PPP2R3A,0.975792
MARCH4,1.007870
PTK2B,0.986372
SETD1B,0.863119
B3GAT1,1.020210
USP24,0.869045
SLC27A6,0.946720
SMG1,0.934296
MAP3K3,0.922613
MAP3K1,0.651872
NDST4,0.860728
MAP3K4,0.944109
SLC12A7,0.928580
SLC12A6,0.828773
SLC12A1,0.972327
CNDP2,0.985426
SLC47A2,0.829691
SLC26A11,0.978340
SETDB1,0.766666
IRAK4,0.720965
CBLC,0.957058
ENTPD4,0.993689
WNK2,0.755898
WNK3,1.000370
STK3,0.931356
HELZ2,0.952169
UBR3,0.978281
SLC15A3,0.948998
SETD2,0.844118
IP6K1,0.853836
UBR4,0.923248
INPP5D,0.860177
INPP5E,0.936370
INPP5J,0.777880
PTPN14,0.819955
ADCY1,0.983176
SLC7A9,1.012440
HACL1,0.790786
TRIM32,0.975559
NUAK2,0.952181
CPT1C,0.840644
POLR1E,0.925928
SMURF1,0.885050
UROC1,0.937839
USP45,0.757592
STYXL1,1.010170
PPM1K,0.918764
CMAS,0.886193
TIAM2,0.956011
PIK3R4,0.925668
TTN,0.752479
CDC42BPB,0.882961
SLC35A3,0.837191
TNS2,0.859984
SLC24A4,0.982001
DPYSL2,0.844394
SLC14A2,0.854218
SLC14A1,0.981519
PIKFYVE,0.855254
MANSC1,1.001190
MIA3,0.818459
MOGAT1,0.943869
LARS,0.810278
ABCG8,0.961890
HECW1,0.982408
HS6ST3,0.977368
SLC18A2,0.858250
POMT2,0.966582
CLK4,0.754875
MAP4K1,1.000915
CYP46A1,0.705720
UGT8,0.978694
SLC32A1,0.790753
CTDP1,0.808684
POLE,0.840119
PLCE1,0.905991
SMPD3,0.925838
CHIA,0.917608
NCOA2,0.995517
MARK4,1.032550
TGM7,0.768193
PDE3A,0.967155
SLC34A3,0.947808
SYVN1,0.780930
AMDHD1,0.848319
MAPK6,0.880188
MAPK7,0.936617
HYI,0.850736
TSSK6,0.844922
CA5B,1.009460
ASH1L,0.982059
MYLK3,0.912575
HS2ST1,0.744484
TRIM63,0.978099
SLC27A1,0.997435
LRP2,0.776182
LRP1,0.599591
KL,0.886180
SLC23A1,0.725460
SLC23A2,0.918320
PDE4C,0.886215
NEU1,1.001140
GLS2,0.882208
B4GALNT4,0.992859
B4GALNT3,0.784685
BIRC6,1.026250
PNPT1,0.749607
PGLYRP3,0.925956
USP9X,0.762093
SLCO3A1,0.907100
SLC5A5,0.903242
GAL3ST2,0.894187
GAL3ST4,0.767737
DGKZ,0.741874
LOXL2,0.762927
DPYD,0.581184
CDK13,0.885681
CHIT1,0.947734
PFKP,0.747187
GBE1,0.797739
COPG1,0.922223
ZNF645,1.024550
AQP10,0.971867
ZCCHC6,0.926244
DGKD,0.908424
KMT2B,0.797242
KMT2A,0.790230
ST3GAL5,0.977222
PIGG,0.979997
PKN1,0.922174
PDIA5,1.012780
YARS2,0.757592
PIGS,0.902794
FPGS,0.752854
ST6GALNAC6,0.921152
ABCC11,0.867107
RNF123,0.648654
ROCK1,0.941404
FUT7,0.849545
MAP3K14,0.974378
A4GALT,0.870041
